Sexo;Edad;Renta anual neta media por persona y por unidad de consumo;Periodo;Total
Hombres;De 16 a 29 años;Renta media por unidad de consumo (con alquiler imputado);2016;16.230
Hombres;De 16 a 29 años;Renta media por unidad de consumo (con alquiler imputado);2015;15.465
Hombres;De 16 a 29 años;Renta media por unidad de consumo (con alquiler imputado);2014;15.597
Hombres;De 16 a 29 años;Renta media por unidad de consumo (con alquiler imputado);2013;16.133
Hombres;De 16 a 29 años;Renta media por unidad de consumo (con alquiler imputado);2012;16.773
Hombres;De 16 a 29 años;Renta media por unidad de consumo (con alquiler imputado);2011;17.690
Hombres;De 16 a 29 años;Renta media por unidad de consumo (con alquiler imputado);2010;18.584
Hombres;De 16 a 29 años;Renta media por unidad de consumo (con alquiler imputado);2009;18.815
Hombres;De 16 a 29 años;Renta media por unidad de consumo (con alquiler imputado);2008;17.827
Hombres;De 30 a 44 años;Renta neta media por persona;2024;15.580
Hombres;De 30 a 44 años;Renta neta media por persona;2023;14.780
Hombres;De 30 a 44 años;Renta neta media por persona;2022;13.538
Hombres;De 30 a 44 años;Renta neta media por persona;2021;12.333
Hombres;De 30 a 44 años;Renta neta media por persona;2020;12.726
Hombres;De 30 a 44 años;Renta neta media por persona;2019;11.908
Hombres;De 30 a 44 años;Renta neta media por persona;2018;11.833
Hombres;De 30 a 44 años;Renta neta media por persona;2017;11.327
Hombres;De 30 a 44 años;Renta neta media por persona;2016;10.868
Hombres;De 30 a 44 años;Renta neta media por persona;2015;10.658
Hombres;De 30 a 44 años;Renta neta media por persona;2014;10.662
Hombres;De 30 a 44 años;Renta neta media por persona;2013;10.810
Hombres;De 30 a 44 años;Renta neta media por persona;2012;11.276
Hombres;De 30 a 44 años;Renta neta media por persona;2011;11.370
Hombres;De 30 a 44 años;Renta neta media por persona;2010;11.691
Hombres;De 30 a 44 años;Renta neta media por persona;2009;12.141
Hombres;De 30 a 44 años;Renta neta media por persona;2008;11.489
Hombres;De 30 a 44 años;Renta media por unidad de consumo;2024;22.374
Hombres;De 30 a 44 años;Renta media por unidad de consumo;2023;21.415
Hombres;De 30 a 44 años;Renta media por unidad de consumo;2022;19.697
Hombres;De 30 a 44 años;Renta media por unidad de consumo;2021;18.136
Hombres;De 30 a 44 años;Renta media por unidad de consumo;2020;18.664
Hombres;De 30 a 44 años;Renta media por unidad de consumo;2019;17.601
Hombres;De 30 a 44 años;Renta media por unidad de consumo;2018;17.612
Hombres;De 30 a 44 años;Renta media por unidad de consumo;2017;16.832
Hombres;De 30 a 44 años;Renta media por unidad de consumo;2016;16.039
Hombres;De 30 a 44 años;Renta media por unidad de consumo;2015;15.681
Hombres;De 30 a 44 años;Renta media por unidad de consumo;2014;15.779
Hombres;De 30 a 44 años;Renta media por unidad de consumo;2013;15.982
Hombres;De 30 a 44 años;Renta media por unidad de consumo;2012;16.696
Hombres;De 30 a 44 años;Renta media por unidad de consumo;2011;16.916
Hombres;De 30 a 44 años;Renta media por unidad de consumo;2010;17.417
Hombres;De 30 a 44 años;Renta media por unidad de consumo;2009;18.006
Hombres;De 30 a 44 años;Renta media por unidad de consumo;2008;17.003
Hombres;De 30 a 44 años;Renta media por persona (con alquiler imputado);2024;17.358
Hombres;De 30 a 44 años;Renta media por persona (con alquiler imputado);2023;16.586
Hombres;De 30 a 44 años;Renta media por persona (con alquiler imputado);2022;15.380
Hombres;De 30 a 44 años;Renta media por persona (con alquiler imputado);2021;14.088
Hombres;De 30 a 44 años;Renta media por persona (con alquiler imputado);2020;14.477
Hombres;De 30 a 44 años;Renta media por persona (con alquiler imputado);2019;13.548
Hombres;De 30 a 44 años;Renta media por persona (con alquiler imputado);2018;13.420
Hombres;De 30 a 44 años;Renta media por persona (con alquiler imputado);2017;12.885
Hombres;De 30 a 44 años;Renta media por persona (con alquiler imputado);2016;12.274
Hombres;De 30 a 44 años;Renta media por persona (con alquiler imputado);2015;12.033
Hombres;De 30 a 44 años;Renta media por persona (con alquiler imputado);2014;12.038
Hombres;De 30 a 44 años;Renta media por persona (con alquiler imputado);2013;12.032
Hombres;De 30 a 44 años;Renta media por persona (con alquiler imputado);2012;12.588
Hombres;De 30 a 44 años;Renta media por persona (con alquiler imputado);2011;12.786
Hombres;De 30 a 44 años;Renta media por persona (con alquiler imputado);2010;13.149
Hombres;De 30 a 44 años;Renta media por persona (con alquiler imputado);2009;13.374
Hombres;De 30 a 44 años;Renta media por persona (con alquiler imputado);2008;12.736
Hombres;De 30 a 44 años;Renta media por unidad de consumo (con alquiler imputado);2024;24.826
Hombres;De 30 a 44 años;Renta media por unidad de consumo (con alquiler imputado);2023;23.912
Hombres;De 30 a 44 años;Renta media por unidad de consumo (con alquiler imputado);2022;22.285
Hombres;De 30 a 44 años;Renta media por unidad de consumo (con alquiler imputado);2021;20.610
Hombres;De 30 a 44 años;Renta media por unidad de consumo (con alquiler imputado);2020;21.125
Hombres;De 30 a 44 años;Renta media por unidad de consumo (con alquiler imputado);2019;19.935
Hombres;De 30 a 44 años;Renta media por unidad de consumo (con alquiler imputado);2018;19.881
Hombres;De 30 a 44 años;Renta media por unidad de consumo (con alquiler imputado);2017;19.033
Hombres;De 30 a 44 años;Renta media por unidad de consumo (con alquiler imputado);2016;18.035
Hombres;De 30 a 44 años;Renta media por unidad de consumo (con alquiler imputado);2015;17.630
Hombres;De 30 a 44 años;Renta media por unidad de consumo (con alquiler imputado);2014;17.730
Hombres;De 30 a 44 años;Renta media por unidad de consumo (con alquiler imputado);2013;17.723
Hombres;De 30 a 44 años;Renta media por unidad de consumo (con alquiler imputado);2012;18.538
Hombres;De 30 a 44 años;Renta media por unidad de consumo (con alquiler imputado);2011;18.953
Hombres;De 30 a 44 años;Renta media por unidad de consumo (con alquiler imputado);2010;19.498
Hombres;De 30 a 44 años;Renta media por unidad de consumo (con alquiler imputado);2009;19.777
Hombres;De 30 a 44 años;Renta media por unidad de consumo (con alquiler imputado);2008;18.818
Hombres;De 45 a 64 años;Renta neta media por persona;2024;15.973
Hombres;De 45 a 64 años;Renta neta media por persona;2023;15.378
Hombres;De 45 a 64 años;Renta neta media por persona;2022;14.414
Hombres;De 45 a 64 años;Renta neta media por persona;2021;13.417
Hombres;De 45 a 64 años;Renta neta media por persona;2020;13.769
Hombres;De 45 a 64 años;Renta neta media por persona;2019;12.989
Hombres;De 45 a 64 años;Renta neta media por persona;2018;12.449
Hombres;De 45 a 64 años;Renta neta media por persona;2017;12.310
Hombres;De 45 a 64 años;Renta neta media por persona;2016;11.850
Hombres;De 45 a 64 años;Renta neta media por persona;2015;11.566
Hombres;De 45 a 64 años;Renta neta media por persona;2014;11.653
Hombres;De 45 a 64 años;Renta neta media por persona;2013;11.899
Hombres;De 45 a 64 años;Renta neta media por persona;2012;12.080
Hombres;De 45 a 64 años;Renta neta media por persona;2011;12.140
Hombres;De 45 a 64 años;Renta neta media por persona;2010;12.857
Hombres;De 45 a 64 años;Renta neta media por persona;2009;12.959
Hombres;De 45 a 64 años;Renta neta media por persona;2008;12.299
Hombres;De 45 a 64 años;Renta media por unidad de consumo;2024;22.990
Hombres;De 45 a 64 años;Renta media por unidad de consumo;2023;22.038
Hombres;De 45 a 64 años;Renta media por unidad de consumo;2022;20.693
Hombres;De 45 a 64 años;Renta media por unidad de consumo;2021;19.296
Hombres;De 45 a 64 años;Renta media por unidad de consumo;2020;19.651
Hombres;De 45 a 64 años;Renta media por unidad de consumo;2019;18.676
Hombres;De 45 a 64 años;Renta media por unidad de consumo;2018;17.932
Hombres;De 45 a 64 años;Renta media por unidad de consumo;2017;17.669
Hombres;De 45 a 64 años;Renta media por unidad de consumo;2016;16.984
Hombres;De 45 a 64 años;Renta media por unidad de consumo;2015;16.534
Hombres;De 45 a 64 años;Renta media por unidad de consumo;2014;16.642
Hombres;De 45 a 64 años;Renta media por unidad de consumo;2013;17.098
Hombres;De 45 a 64 años;Renta media por unidad de consumo;2012;17.497
Hombres;De 45 a 64 años;Renta media por unidad de consumo;2011;17.714
Hombres;De 45 a 64 años;Renta media por unidad de consumo;2010;18.773
Hombres;De 45 a 64 años;Renta media por unidad de consumo;2009;18.928
Hombres;De 45 a 64 años;Renta media por unidad de consumo;2008;18.122
Hombres;De 45 a 64 años;Renta media por persona (con alquiler imputado);2024;18.169
Hombres;De 45 a 64 años;Renta media por persona (con alquiler imputado);2023;17.596
Hombres;De 45 a 64 años;Renta media por persona (con alquiler imputado);2022;16.645
Hombres;De 45 a 64 años;Renta media por persona (con alquiler imputado);2021;15.581
Hombres;De 45 a 64 años;Renta media por persona (con alquiler imputado);2020;15.879
Hombres;De 45 a 64 años;Renta media por persona (con alquiler imputado);2019;14.954
Hombres;De 45 a 64 años;Renta media por persona (con alquiler imputado);2018;14.390
Hombres;De 45 a 64 años;Renta media por persona (con alquiler imputado);2017;14.210
Hombres;De 45 a 64 años;Renta media por persona (con alquiler imputado);2016;13.642
Hombres;De 45 a 64 años;Renta media por persona (con alquiler imputado);2015;13.275
Hombres;De 45 a 64 años;Renta media por persona (con alquiler imputado);2014;13.456
Hombres;De 45 a 64 años;Renta media por persona (con alquiler imputado);2013;13.576
Hombres;De 45 a 64 años;Renta media por persona (con alquiler imputado);2012;13.780
Hombres;De 45 a 64 años;Renta media por persona (con alquiler imputado);2011;13.914
Hombres;De 45 a 64 años;Renta media por persona (con alquiler imputado);2010;14.677
Hombres;De 45 a 64 años;Renta media por persona (con alquiler imputado);2009;14.627
Hombres;De 45 a 64 años;Renta media por persona (con alquiler imputado);2008;13.990
Hombres;De 45 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2024;25.983
Hombres;De 45 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2023;25.066
Hombres;De 45 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2022;23.737
Hombres;De 45 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2021;22.247
Hombres;De 45 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2020;22.522
Hombres;De 45 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2019;21.388
Hombres;De 45 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2018;20.613
Hombres;De 45 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2017;20.284
Hombres;De 45 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2016;19.441
Hombres;De 45 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2015;18.876
Hombres;De 45 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2014;19.102
Hombres;De 45 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2013;19.397
Hombres;De 45 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2012;19.849
Hombres;De 45 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2011;20.197
Hombres;De 45 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2010;21.305
Hombres;De 45 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2009;21.252
Hombres;De 45 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2008;20.498
Hombres;65 y más años;Renta neta media por persona;2024;17.710
Hombres;65 y más años;Renta neta media por persona;2023;16.595
Hombres;65 y más años;Renta neta media por persona;2022;15.118
Hombres;65 y más años;Renta neta media por persona;2021;14.928
Hombres;65 y más años;Renta neta media por persona;2020;14.484
Hombres;65 y más años;Renta neta media por persona;2019;13.575
Hombres;65 y más años;Renta neta media por persona;2018;13.134
Hombres;65 y más años;Renta neta media por persona;2017;12.928
Hombres;65 y más años;Renta neta media por persona;2016;12.788
Hombres;65 y más años;Renta neta media por persona;2015;12.689
Hombres;65 y más años;Renta neta media por persona;2014;12.631
Hombres;65 y más años;Renta neta media por persona;2013;12.315
Hombres;65 y más años;Renta neta media por persona;2012;12.231
Hombres;65 y más años;Renta neta media por persona;2011;11.877
Hombres;65 y más años;Renta neta media por persona;2010;12.032
Hombres;65 y más años;Renta neta media por persona;2009;11.990
Hombres;65 y más años;Renta neta media por persona;2008;11.269
Hombres;65 y más años;Renta media por unidad de consumo;2024;23.643
Hombres;65 y más años;Renta media por unidad de consumo;2023;21.963
Hombres;65 y más años;Renta media por unidad de consumo;2022;19.924
Hombres;65 y más años;Renta media por unidad de consumo;2021;19.697
Hombres;65 y más años;Renta media por unidad de consumo;2020;19.114
Hombres;65 y más años;Renta media por unidad de consumo;2019;17.893
Hombres;65 y más años;Renta media por unidad de consumo;2018;17.292
Hombres;65 y más años;Renta media por unidad de consumo;2017;16.993
Hombres;65 y más años;Renta media por unidad de consumo;2016;16.843
Hombres;65 y más años;Renta media por unidad de consumo;2015;16.670
Hombres;65 y más años;Renta media por unidad de consumo;2014;16.715
Hombres;65 y más años;Renta media por unidad de consumo;2013;16.333
Hombres;65 y más años;Renta media por unidad de consumo;2012;16.345
Hombres;65 y más años;Renta media por unidad de consumo;2011;15.914
Hombres;65 y más años;Renta media por unidad de consumo;2010;16.205
Hombres;65 y más años;Renta media por unidad de consumo;2009;16.072
Hombres;65 y más años;Renta media por unidad de consumo;2008;15.171
Hombres;65 y más años;Renta media por persona (con alquiler imputado);2024;20.987
Hombres;65 y más años;Renta media por persona (con alquiler imputado);2023;19.780
Hombres;65 y más años;Renta media por persona (con alquiler imputado);2022;18.156
Hombres;65 y más años;Renta media por persona (con alquiler imputado);2021;17.840
Hombres;65 y más años;Renta media por persona (con alquiler imputado);2020;17.203
Hombres;65 y más años;Renta media por persona (con alquiler imputado);2019;16.375
Hombres;65 y más años;Renta media por persona (con alquiler imputado);2018;15.800
Hombres;65 y más años;Renta media por persona (con alquiler imputado);2017;15.576
Hombres;65 y más años;Renta media por persona (con alquiler imputado);2016;15.282
Hombres;65 y más años;Renta media por persona (con alquiler imputado);2015;15.136
Hombres;65 y más años;Renta media por persona (con alquiler imputado);2014;15.262
Hombres;65 y más años;Renta media por persona (con alquiler imputado);2013;14.568
Hombres;65 y más años;Renta media por persona (con alquiler imputado);2012;14.659
Hombres;65 y más años;Renta media por persona (con alquiler imputado);2011;14.313
Hombres;65 y más años;Renta media por persona (con alquiler imputado);2010;14.548
Hombres;65 y más años;Renta media por persona (con alquiler imputado);2009;14.362
Hombres;65 y más años;Renta media por persona (con alquiler imputado);2008;13.692
Hombres;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2024;27.857
Hombres;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2023;26.025
Hombres;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2022;23.782
Hombres;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2021;23.406
Hombres;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2020;22.592
Hombres;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2019;21.440
Hombres;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2018;20.660
Hombres;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2017;20.341
Hombres;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2016;20.002
Hombres;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2015;19.765
Hombres;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2014;20.056
Hombres;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2013;19.215
Hombres;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2012;19.453
Hombres;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2011;19.065
Hombres;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2010;19.460
Hombres;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2009;19.118
Hombres;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2008;18.286
Hombres;Menos de 18 años;Renta neta media por persona;2024;10.481
Hombres;Menos de 18 años;Renta neta media por persona;2023;10.175
Hombres;Menos de 18 años;Renta neta media por persona;2022;9.541
Hombres;Menos de 18 años;Renta neta media por persona;2021;9.047
Hombres;Menos de 18 años;Renta neta media por persona;2020;8.988
Hombres;Menos de 18 años;Renta neta media por persona;2019;8.970
Hombres;Menos de 18 años;Renta neta media por persona;2018;8.983
Hombres;Menos de 18 años;Renta neta media por persona;2017;8.517
Hombres;Menos de 18 años;Renta neta media por persona;2016;8.168
Hombres;Menos de 18 años;Renta neta media por persona;2015;7.695
Hombres;Menos de 18 años;Renta neta media por persona;2014;7.600
Hombres;Menos de 18 años;Renta neta media por persona;2013;7.580
Hombres;Menos de 18 años;Renta neta media por persona;2012;8.145
Hombres;Menos de 18 años;Renta neta media por persona;2011;8.327
Hombres;Menos de 18 años;Renta neta media por persona;2010;8.438
Hombres;Menos de 18 años;Renta neta media por persona;2009;8.587
Hombres;Menos de 18 años;Renta neta media por persona;2008;8.070
Hombres;Menos de 18 años;Renta media por unidad de consumo;2024;18.870
Hombres;Menos de 18 años;Renta media por unidad de consumo;2023;18.220
Hombres;Menos de 18 años;Renta media por unidad de consumo;2022;17.157
Hombres;Menos de 18 años;Renta media por unidad de consumo;2021;16.254
Hombres;Menos de 18 años;Renta media por unidad de consumo;2020;16.118
Hombres;Menos de 18 años;Renta media por unidad de consumo;2019;16.060
Hombres;Menos de 18 años;Renta media por unidad de consumo;2018;16.103
Hombres;Menos de 18 años;Renta media por unidad de consumo;2017;15.153
Hombres;Menos de 18 años;Renta media por unidad de consumo;2016;14.603
Hombres;Menos de 18 años;Renta media por unidad de consumo;2015;13.772
Hombres;Menos de 18 años;Renta media por unidad de consumo;2014;13.644
Hombres;Menos de 18 años;Renta media por unidad de consumo;2013;13.608
Hombres;Menos de 18 años;Renta media por unidad de consumo;2012;14.670
Hombres;Menos de 18 años;Renta media por unidad de consumo;2011;14.949
Hombres;Menos de 18 años;Renta media por unidad de consumo;2010;15.176
Hombres;Menos de 18 años;Renta media por unidad de consumo;2009;15.435
Hombres;Menos de 18 años;Renta media por unidad de consumo;2008;14.468
Hombres;Menos de 18 años;Renta media por persona (con alquiler imputado);2024;11.577
Hombres;Menos de 18 años;Renta media por persona (con alquiler imputado);2023;11.331
Hombres;Menos de 18 años;Renta media por persona (con alquiler imputado);2022;10.768
Hombres;Menos de 18 años;Renta media por persona (con alquiler imputado);2021;10.218
Hombres;Menos de 18 años;Renta media por persona (con alquiler imputado);2020;10.181
Hombres;Menos de 18 años;Renta media por persona (con alquiler imputado);2019;10.145
Hombres;Menos de 18 años;Renta media por persona (con alquiler imputado);2018;10.128
Hombres;Menos de 18 años;Renta media por persona (con alquiler imputado);2017;9.594
Hombres;Menos de 18 años;Renta media por persona (con alquiler imputado);2016;9.148
Hombres;Menos de 18 años;Renta media por persona (con alquiler imputado);2015;8.629
Hombres;Menos de 18 años;Renta media por persona (con alquiler imputado);2014;8.522
Hombres;Menos de 18 años;Renta media por persona (con alquiler imputado);2013;8.448
Hombres;Menos de 18 años;Renta media por persona (con alquiler imputado);2012;9.010
Hombres;Menos de 18 años;Renta media por persona (con alquiler imputado);2011;9.304
Hombres;Menos de 18 años;Renta media por persona (con alquiler imputado);2010;9.405
Hombres;Menos de 18 años;Renta media por persona (con alquiler imputado);2009;9.438
Hombres;Menos de 18 años;Renta media por persona (con alquiler imputado);2008;8.956
Hombres;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2024;20.820
Hombres;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2023;20.269
Hombres;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2022;19.344
Hombres;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2021;18.337
Hombres;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2020;18.241
Hombres;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2019;18.151
Hombres;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2018;18.135
Hombres;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2017;17.056
Hombres;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2016;16.337
Hombres;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2015;15.424
Hombres;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2014;15.279
Hombres;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2013;15.148
Hombres;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2012;16.210
Hombres;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2011;16.686
Hombres;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2010;16.895
Hombres;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2009;16.943
Hombres;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2008;16.046
Hombres;De 18 a 64 años;Renta neta media por persona;2024;15.464
Hombres;De 18 a 64 años;Renta neta media por persona;2023;14.728
Hombres;De 18 a 64 años;Renta neta media por persona;2022;13.677
Hombres;De 18 a 64 años;Renta neta media por persona;2021;12.612
Hombres;De 18 a 64 años;Renta neta media por persona;2020;12.873
Hombres;De 18 a 64 años;Renta neta media por persona;2019;12.104
Hombres;De 18 a 64 años;Renta neta media por persona;2018;11.893
Hombres;De 18 a 64 años;Renta neta media por persona;2017;11.475
Hombres;De 18 a 64 años;Renta neta media por persona;2016;11.024
Hombres;De 18 a 64 años;Renta neta media por persona;2015;10.751
Hombres;De 18 a 64 años;Renta neta media por persona;2014;10.791
Hombres;De 18 a 64 años;Renta neta media por persona;2013;11.036
Hombres;De 18 a 64 años;Renta neta media por persona;2012;11.353
Hombres;De 18 a 64 años;Renta neta media por persona;2011;11.498
Hombres;De 18 a 64 años;Renta neta media por persona;2010;12.056
Hombres;De 18 a 64 años;Renta neta media por persona;2009;12.291
Hombres;De 18 a 64 años;Renta neta media por persona;2008;11.613
Hombres;De 18 a 64 años;Renta media por unidad de consumo;2024;22.519
Hombres;De 18 a 64 años;Renta media por unidad de consumo;2023;21.431
Hombres;De 18 a 64 años;Renta media por unidad de consumo;2022;19.954
Hombres;De 18 a 64 años;Renta media por unidad de consumo;2021;18.470
Hombres;De 18 a 64 años;Renta media por unidad de consumo;2020;18.768
Hombres;De 18 a 64 años;Renta media por unidad de consumo;2019;17.735
Hombres;De 18 a 64 años;Renta media por unidad de consumo;2018;17.480
Hombres;De 18 a 64 años;Renta media por unidad de consumo;2017;16.829
Hombres;De 18 a 64 años;Renta media por unidad de consumo;2016;16.153
Hombres;De 18 a 64 años;Renta media por unidad de consumo;2015;15.705
Hombres;De 18 a 64 años;Renta media por unidad de consumo;2014;15.808
Hombres;De 18 a 64 años;Renta media por unidad de consumo;2013;16.187
Hombres;De 18 a 64 años;Renta media por unidad de consumo;2012;16.719
Hombres;De 18 a 64 años;Renta media por unidad de consumo;2011;17.057
Hombres;De 18 a 64 años;Renta media por unidad de consumo;2010;17.871
Hombres;De 18 a 64 años;Renta media por unidad de consumo;2009;18.230
Hombres;De 18 a 64 años;Renta media por unidad de consumo;2008;17.285
Hombres;De 18 a 64 años;Renta media por persona (con alquiler imputado);2024;17.391
Hombres;De 18 a 64 años;Renta media por persona (con alquiler imputado);2023;16.678
Hombres;De 18 a 64 años;Renta media por persona (con alquiler imputado);2022;15.646
Hombres;De 18 a 64 años;Renta media por persona (con alquiler imputado);2021;14.499
Hombres;De 18 a 64 años;Renta media por persona (con alquiler imputado);2020;14.718
Hombres;De 18 a 64 años;Renta media por persona (con alquiler imputado);2019;13.841
Hombres;De 18 a 64 años;Renta media por persona (con alquiler imputado);2018;13.602
Hombres;De 18 a 64 años;Renta media por persona (con alquiler imputado);2017;13.149
Hombres;De 18 a 64 años;Renta media por persona (con alquiler imputado);2016;12.561
Hombres;De 18 a 64 años;Renta media por persona (con alquiler imputado);2015;12.233
Hombres;De 18 a 64 años;Renta media por persona (con alquiler imputado);2014;12.309
Hombres;De 18 a 64 años;Renta media por persona (con alquiler imputado);2013;12.427
Hombres;De 18 a 64 años;Renta media por persona (con alquiler imputado);2012;12.786
Hombres;De 18 a 64 años;Renta media por persona (con alquiler imputado);2011;13.019
Hombres;De 18 a 64 años;Renta media por persona (con alquiler imputado);2010;13.610
Hombres;De 18 a 64 años;Renta media por persona (con alquiler imputado);2009;13.656
Hombres;De 18 a 64 años;Renta media por persona (con alquiler imputado);2008;12.982
Hombres;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2024;25.198
Hombres;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2023;24.142
Hombres;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2022;22.706
Hombres;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2021;21.109
Hombres;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2020;21.341
Hombres;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2019;20.181
Hombres;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2018;19.893
Hombres;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2017;19.178
Hombres;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2016;18.321
Hombres;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2015;17.791
Hombres;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2014;17.940
Hombres;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2013;18.141
Hombres;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2012;18.732
Hombres;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2011;19.227
Hombres;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2010;20.078
Hombres;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2009;20.179
Hombres;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2008;19.259
Mujeres;Total;Renta neta media por persona;2024;14.617
Mujeres;Total;Renta neta media por persona;2023;13.921
Mujeres;Total;Renta neta media por persona;2022;12.843
Mujeres;Total;Renta neta media por persona;2021;12.184
Mujeres;Total;Renta neta media por persona;2020;12.156
Mujeres;Total;Renta neta media por persona;2019;11.595
Mujeres;Total;Renta neta media por persona;2018;11.279
Mujeres;Total;Renta neta media por persona;2017;10.998
Mujeres;Total;Renta neta media por persona;2016;10.651
Mujeres;Total;Renta neta media por persona;2015;10.361
Mujeres;Total;Renta neta media por persona;2014;10.315
Mujeres;Total;Renta neta media por persona;2013;10.488
Mujeres;Total;Renta neta media por persona;2012;10.713
Mujeres;Total;Renta neta media por persona;2011;10.760
Mujeres;Total;Renta neta media por persona;2010;11.195
Mujeres;Total;Renta neta media por persona;2009;11.080
Mujeres;Total;Renta neta media por persona;2008;10.568
Mujeres;Total;Renta media por unidad de consumo;2024;21.442
Mujeres;Total;Renta media por unidad de consumo;2023;20.410
Mujeres;Total;Renta media por unidad de consumo;2022;18.891
Mujeres;Total;Renta media por unidad de consumo;2021;17.937
Mujeres;Total;Renta media por unidad de consumo;2020;17.900
Mujeres;Total;Renta media por unidad de consumo;2019;17.131
Mujeres;Total;Renta media por unidad de consumo;2018;16.695
Mujeres;Total;Renta media por unidad de consumo;2017;16.249
Mujeres;Total;Renta media por unidad de consumo;2016;15.719
Mujeres;Total;Renta media por unidad de consumo;2015;15.328
Mujeres;Total;Renta media por unidad de consumo;2014;15.278
Mujeres;Total;Renta media por unidad de consumo;2013;15.551
Mujeres;Total;Renta media por unidad de consumo;2012;15.964
Mujeres;Total;Renta media por unidad de consumo;2011;16.070
Mujeres;Total;Renta media por unidad de consumo;2010;16.721
Mujeres;Total;Renta media por unidad de consumo;2009;16.684
Mujeres;Total;Renta media por unidad de consumo;2008;15.915
Mujeres;Total;Renta media por persona (con alquiler imputado);2024;16.807
Mujeres;Total;Renta media por persona (con alquiler imputado);2023;16.086
Mujeres;Total;Renta media por persona (con alquiler imputado);2022;14.975
Mujeres;Total;Renta media por persona (con alquiler imputado);2021;14.221
Mujeres;Total;Renta media por persona (con alquiler imputado);2020;14.121
Mujeres;Total;Renta media por persona (con alquiler imputado);2019;13.519
